6.27e-06,0,0
6.726e-06,0,0
4.585e-06,0,0
3.915e-06,0,0
6.144e-06,0,0
5.085e-06,0,0
4.082e-06,0,0
3.898e-06,0,0
3.935e-06,0,0
3.905e-06,0,0
3.933e-06,0,0
3.926e-06,0,0
7.004e-06,0,0
6.431e-06,0,0
7.001e-06,0,0
5.666e-06,0,0
4.205e-06,0,0
4.202e-06,0,0
4.218e-06,0,0
4.192e-06,0,0
0.471619,114481391,114481391
0.497013,114481391,114481391
0.478222,114481391,114481391
0.48361,114481391,114481391
0.443788,114481391,114481391
0.444638,114481391,114481391
0.431971,114481391,114481391
0.429092,114481391,114481391
0.428018,114481391,114481391
0.428914,114481391,114481391
