0.000111216,5044,5044
9.6268e-05,5044,5044
8.0207e-05,5044,5044
9.9142e-05,5044,5044
0.000104305,5044,5044
7.9766e-05,5044,5044
7.9804e-05,5044,5044
0.000128197,5044,5044
0.000111272,5044,5044
0.000124944,5044,5044
0.00119239,75410,75410
0.00123848,75410,75410
0.00120029,75410,75410
0.00126607,75410,75410
0.00125028,75410,75410
0.00135766,75410,75410
0.00129637,75410,75410
0.00126119,75410,75410
0.00124891,75410,75410
0.00130239,75410,75410
0.0135425,952437,952437
0.0142938,952437,952437
0.013629,952437,952437
0.0133681,952437,952437
0.0143608,952437,952437
0.013886,952437,952437
0.0138495,952437,952437
0.0147544,952437,952437
0.0147639,952437,952437
0.0148599,952437,952437
